_id,annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
271,2022-2023,4,06,Montréal,SANTÉ QUÉBEC CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL NOTRE-DAME,51236313,11030,1402,1486,13.077753979,9416,2.332644199,6874,297,564,5.6068686758,5274,3.1935422197,4156,1576,553,25.434555128,4142,1.2364645367,1105,922
272,2022-2023,4,06,Montréal,SANTÉ QUÉBEC EST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL MAISONNEUVE-ROSEMONT,12934659,20407,3751,1592,13.38943071,14517,3.6635726887,11913,908,373,5.9025806542,6204,5.0815027043,8494,3001,1234,23.889883349,8313,2.6053701365,2843,1219
273,2022-2023,4,06,Montréal,SANTÉ QUÉBEC EST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL SANTA CABRINI,51235919,10780,2730,321,13.026145125,8393,3.0879841998,6636,739,133,5.2361582027,4266,4.2970483669,4144,1545,693,25.500651209,4127,1.8381979781,1991,188
274,2022-2023,4,06,Montréal,SANTÉ QUÉBEC EST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,INSTITUT UNIVERSITAIRE EN SANTÉ MENTALE DE MONTRÉAL,51235307,1356,59,1352,18.149683505,1303,1.4103809585,558,18,554,3.4588635006,505,1.6430060506,798,407,142,28.422211779,798,1.2631683375,41,798
275,2022-2023,4,06,Montréal,SANTÉ QUÉBEC NORD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL DU SACRÉ-COEUR-DE-MONTRÉAL,12475976,19221,3495,972,12.263751886,15431,3.0441227975,12973,1114,480,6.6387330738,9204,4.1793223055,6248,2442,894,23.943228366,6227,1.3662078672,2381,492
276,2022-2023,4,06,Montréal,SANTÉ QUÉBEC NORD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL EN SANTÉ MENTALE ALBERT-PRÉVOST,51848752,1043,46,1039,20.199106477,1034,0.3283150655,487,13,483,3.972569587,478,0.4498152022,556,336,137,34.411918465,556,0.2238599121,33,556
277,2022-2023,4,06,Montréal,SANTÉ QUÉBEC NORD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL FLEURY,51228492,9403,1530,314,10.068546681,6844,3.5695110072,7031,616,167,5.7725609997,4486,4.4164505622,2372,989,150,22.802558202,2358,1.9582426256,914,147
278,2022-2023,4,06,Montréal,SANTÉ QUÉBEC NORD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL JEAN-TALON,51228500,12376,1512,889,8.1793476846,9166,3.7848670812,9254,442,366,5.708829215,6060,4.9263613861,3122,690,34,15.502274628,3106,1.5577403949,1070,523
279,2022-2023,4,06,Montréal,SANTÉ QUÉBEC OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,CENTRE HOSPITALIER DE ST. MARY,51248243,10469,1960,733,9.7464027393,9675,2.3181520815,7132,620,281,5.4890799682,6346,2.7597353101,3337,917,145,18.845361685,3329,1.4763716164,1340,452
280,2022-2023,4,06,Montréal,SANTÉ QUÉBEC OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL DE LASALLE,51224392,7854,1252,242,10.474656226,6018,3.3609324803,5930,503,82,5.7705778059,4123,3.9848556202,1924,660,295,24.973193145,1895,2.0034469364,749,160
281,2022-2023,4,06,Montréal,SANTÉ QUÉBEC OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL DOUGLAS,51235190,1572,36,1497,7.4658237913,1406,1.8305377746,892,15,818,3.2886428749,726,1.8299012856,680,83,9,12.945302288,680,1.8312173203,21,679
282,2022-2023,4,06,Montréal,SANTÉ QUÉBEC OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL GÉNÉRAL DU LAKESHORE,51228278,11710,2475,921,14.627512691,9472,2.708983202,7631,742,164,6.9081888205,5407,3.4959175863,4079,1590,802,29.068836657,4065,1.6622539975,1733,757
283,2022-2023,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MANSFIELD-ET-PONTEFRACT,51245058,3343,357,78,4.0037683219,3112,1.500922058,3254,336,75,3.8883529673,3023,1.5040257103,89,0,0,8.2235611735,89,1.3955024969,21,3
284,2022-2023,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,CLSC ET CENTRE D'HÉBERGEMENT DE LA PETITE-NATION,51219491,3302,428,102,2.9720342049,2728,1.3549763767,3038,350,94,2.785902092,2464,1.4170318137,264,0,0,5.1139635943,264,0.775792298,78,8
285,2022-2023,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL DE GATINEAU,51221703,11607,1492,1457,10.828602113,7522,3.5215604966,7563,556,420,4.9046686353,3553,3.9534852394,4044,1238,501,21.907412422,3969,3.1349067775,936,1037
286,2022-2023,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL DE HULL,51221711,10139,1681,382,11.492919913,6936,3.1259206395,6835,560,250,4.8796565472,3674,3.6214830944,3304,1103,593,25.173808263,3262,2.5677672185,1121,132
287,2022-2023,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL DE MANIWAKI,51221893,4211,569,194,5.6956476424,3717,2.4088764087,2780,267,112,3.6347579936,2340,2.5170411918,1431,134,47,9.6993326345,1377,2.2250669733,302,82
288,2022-2023,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL ET CHSLD DE PAPINEAU,51228823,6794,793,305,8.2620802669,4781,3.03910142,5212,326,127,3.4559770188,3215,3.2696791947,1582,518,262,24.096094255,1566,2.5657249539,467,178
289,2022-2023,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL ET CHSLD DU PONTIAC,51219459,3253,324,97,4.5351828227,2940,2.086186319,2645,221,71,3.8994239656,2336,2.0878116676,608,16,0,7.3009429825,604,2.0799002024,103,26
290,2022-2023,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL ET CHSLD MÉMORIAL DE WAKEFIELD / WAKEFIELD MEMORIAL HOSPITAL,51228799,4743,350,129,5.1244319699,3930,2.7140431863,4087,245,99,4.0398225403,3292,2.7584547556,656,87,17,11.881747121,638,2.4848850575,105,30
291,2022-2023,4,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA SARRE,51247559,5629,637,256,5.6638712718,5024,2.4679416025,4781,398,206,4.5116325037,4184,2.6297568781,848,86,39,12.160160836,840,1.6619474206,239,50
292,2022-2023,4,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TÉMISCAMING-KIPAWA,51247476,1373,93,96,2.5770292142,1340,0.7709767828,1365,90,93,2.4963597884,1332,0.7687812813,8,1,0,16.34125,8,1.1365277778,3,3
293,2022-2023,4,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE VILLE-MARIE,51247542,3676,465,186,5.619664566,3140,3.2273932236,3227,311,141,5.0202705471,2696,3.3562423755,449,23,2,9.9275587726,444,2.4450118869,154,45
294,2022-2023,4,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,HÔPITAL D'AMOS,51228906,6734,606,258,4.1823341748,5971,1.521280262,5252,257,195,2.6733274097,4499,1.6850882912,1482,122,17,9.5300423602,1472,1.0206197162,349,63
295,2022-2023,4,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,HÔPITAL DE ROUYN-NORANDA,51228922,8436,957,491,6.7167657131,6193,3.6676634013,6947,505,309,5.4843203701,4713,4.1404550062,1489,169,14,12.466797814,1480,2.1620777027,452,182
296,2022-2023,4,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,HÔPITAL DE VAL-D'OR,51225589,8376,901,569,7.3521002136,6565,4.1074609461,6833,478,405,5.6054283542,5023,4.7152552702,1543,330,26,15.087037877,1542,2.1275965557,423,164
297,2022-2023,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FERMONT,51245108,2020,11,89,9.2366485149,1666,1.6691678338,1936,10,86,9.4471979741,1582,1.7055306223,84,0,0,4.3839847884,84,0.9843353175,1,3
298,2022-2023,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORESTVILLE,51218741,3460,482,123,3.3571502087,2828,2.0398962753,3100,378,103,2.9901159498,2506,2.1542013612,360,10,0,6.5177229938,322,1.1503045204,104,20
299,2022-2023,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD,51245140,1002,134,49,3.0312613662,966,1.0580247872,822,96,46,2.8460421736,786,1.0965882103,180,0,0,3.877095679,180,0.8896311728,38,3
300,2022-2023,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MINGANIE,51245116,3770,337,110,2.9822259063,2239,2.281218674,2584,214,52,1.8251245915,1100,2.4062780303,1186,29,3,5.5032628349,1139,2.1604414203,123,58
301,2022-2023,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,51245132,4636,302,192,5.3451226512,3710,3.1061457772,4244,216,161,4.4297777254,3328,3.2726029147,392,70,19,15.255132511,382,1.6559642234,86,31
302,2022-2023,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,51218733,3056,442,77,3.4898711097,2665,1.4545160517,2687,304,68,2.890526713,2301,1.5158614612,369,9,0,7.8542028004,364,1.0667254274,138,9
303,2022-2023,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CLSC ET HÔPITAL LE ROYER,51228765,6742,1003,452,9.0783949702,5706,3.481450666,5017,435,267,5.2121099927,3983,3.995713658,1725,468,203,20.323120612,1723,2.2926465467,568,185
304,2022-2023,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,HÔPITAL ET CLSC DE SEPT-ÎLES,51232023,6731,671,398,9.7019084584,4998,4.1841951781,4655,228,181,5.3942700203,2993,4.5862890262,2076,492,210,19.360895419,2005,3.5839623164,443,217
305,2022-2023,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC DES ÎLES,HÔPITAL DE L'ARCHIPEL,51227783,5448,615,148,4.4810349364,4768,2.0394405994,4656,416,87,3.4643596077,3983,2.1574517393,792,63,1,10.457853535,785,1.4406656051,199,61
306,2022-2023,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE,51247732,1783,358,32,1.7671650464,1404,0.806662314,1623,296,28,1.3373129322,1261,0.8246400564,160,7,2,6.1274774306,143,0.6481313131,62,4
307,2022-2023,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,51221307,560,54,27,3.0064246032,544,1.4676256127,546,51,27,2.8576561864,530,1.4815870021,14,2,0,8.8083928571,14,0.9390873016,3,0
308,2022-2023,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,51220978,4154,674,154,3.9465309875,3686,1.9365021553,3233,416,118,3.2133511187,2820,2.0535849094,921,29,3,6.5202231874,866,1.5552396074,258,36
309,2022-2023,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,HÔPITAL DE CHANDLER,51227775,4760,747,190,5.7783793184,4175,2.0684546906,4045,477,159,3.926367944,3463,2.2331153143,715,141,34,16.255842269,712,1.2675842697,270,31
310,2022-2023,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,HÔPITAL DE GASPÉ,51220903,4296,700,194,5.0540700652,3723,1.6618946041,3469,415,124,3.5430782166,2911,1.8714525364,827,94,3,11.392196695,812,0.9106345785,285,70
311,2022-2023,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,51247799,4211,750,201,5.6490497111,3619,2.0506292407,3365,428,136,3.1186802873,2787,2.146951521,846,165,64,15.713698779,832,1.7279727564,322,65
312,2022-2023,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,51227908,4928,858,269,9.0127495942,4540,2.0999260279,3695,424,144,4.0257982258,3314,2.2919218132,1233,420,204,23.95742543,1226,1.5809423147,434,125
313,2022-2023,4,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,CHSLD ET HÔPITAL PAUL-GILBERT,51245199,14167,1015,204,2.544569069,10440,1.924695961,13387,941,193,2.484912083,9660,2.0201241086,780,0,0,3.5684512108,780,0.742855057,74,11
314,2022-2023,4,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,HÔPITAL DE MONTMAGNY,51245223,10340,1551,335,4.5279678702,9421,1.4800602967,8056,729,159,2.4441059804,7138,1.6928747159,2284,269,10,11.878051664,2283,0.8146773252,822,176
315,2022-2023,4,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,HÔPITAL DE SAINT-GEORGES,51228971,13249,2280,625,7.0590090657,10717,2.5644242533,9250,803,290,4.212612012,6730,3.237639508,3999,643,42,13.642948237,3987,1.428046359,1477,335
316,2022-2023,4,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,HÔPITAL DE THETFORD,51245231,12041,1845,340,6.705875135,10834,1.7965886971,9600,941,186,4.6854956887,8397,2.015539313,2441,504,43,14.651652556,2437,1.0421659144,904,154
317,2022-2023,4,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,HÔTEL-DIEU DE LÉVIS,51227569,23529,4363,1456,7.8141704917,20874,1.328361851,16412,1608,653,3.149758747,13759,1.6790383466,7117,2063,446,18.570433742,7115,0.650223003,2755,803
318,2022-2023,4,13,Laval,SANTÉ QUÉBEC LAVAL,HÔPITAL DE LA CITÉ-DE-LA-SANTÉ,51228757,28821,4788,1795,8.7517344799,21357,3.1129045252,19510,1435,564,5.3394210804,12077,3.9861801128,9311,1851,111,15.901797247,9280,1.9764229227,3353,1231
319,2022-2023,4,14,Lanaudière,SANTÉ QUÉBEC LANAUDIÈRE,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,51244945,20826,3391,1363,9.915551274,16912,2.4818530563,13859,1013,983,5.4484407846,9984,3.2505692441,6967,2000,583,18.801683651,6928,1.3740495894,2378,380
320,2022-2023,4,14,Lanaudière,SANTÉ QUÉBEC LANAUDIÈRE,HÔPITAL PIERRE-LE GARDEUR,51228062,23458,3967,1303,10.483954822,14473,5.1670214844,16346,1371,481,6.4985882207,7383,6.6312745873,7112,2412,209,19.643797689,7090,3.6422569346,2596,822
321,2022-2023,4,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX D'ARGENTEUIL,51245306,6320,753,207,9.1146501846,4916,3.7079214696,5219,440,136,5.8309977965,3821,4.2259851988,1101,432,169,24.679937935,1095,1.9001392694,313,71
322,2022-2023,4,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE RIVIÈRE-ROUGE,51217628,4509,486,203,6.0448463567,3871,2.7084087517,3610,249,97,3.7232717759,2986,2.8453472687,899,169,51,15.367298233,885,2.2463766478,237,106
323,2022-2023,4,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-AGATHE,51246874,9194,1643,508,12.156317103,7182,3.9624335917,6162,629,160,6.6339607451,4181,4.9567348322,3032,1082,374,23.379522867,3001,2.5771708505,1014,348
324,2022-2023,4,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,HÔPITAL DE MONT-LAURIER,51217610,5203,700,271,9.0447287356,4186,2.8729625206,4077,365,146,5.4099058404,3077,3.0812580797,1126,349,154,22.20562833,1109,2.29503156,335,125
325,2022-2023,4,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,HÔPITAL DE SAINT-EUSTACHE,51228864,14876,2614,828,12.860954539,10124,3.5332938233,9438,767,257,6.3626796814,4712,5.2070835691,5438,2123,826,24.139129991,5412,2.0759957297,1847,571
326,2022-2023,4,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,HÔPITAL DE SAINT-JÉRÔME,51228880,17393,2855,1715,14.791505235,11746,4.8275200068,10414,868,492,7.050860727,4819,6.700374559,6979,2676,1082,26.342024208,6927,3.52460589,1987,1223
327,2022-2023,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-CENTRE,HÔPITAL CHARLES-LE MOYNE,51233799,23669,3867,1912,9.9732899691,12716,5.363325928,16821,1429,823,6.1348448864,5873,6.4792632007,6848,2187,200,19.401807016,6843,4.4055735382,2438,1089
328,2022-2023,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-CENTRE,HÔPITAL DU HAUT-RICHELIEU,51229045,18605,2746,1064,10.365342948,13517,2.905689235,13524,1039,399,4.8803368086,8469,3.46383231,5081,1592,945,24.964678322,5048,1.9692958708,1707,665
329,2022-2023,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-EST,HÔPITAL HONORÉ-MERCIER,51229193,14343,2614,841,10.119196065,10310,4.0690949995,10606,1095,436,5.5517367004,6579,5.0763901555,3737,1328,508,23.082127301,3731,2.2928969743,1519,405
330,2022-2023,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-EST,HÔPITAL PIERRE-BOUCHER,51229011,17094,3247,1039,13.963367263,12180,4.8228530378,8798,923,314,5.9570358478,3981,6.2855720924,8296,2441,1130,22.454170517,8199,4.1126341627,2324,725
331,2022-2023,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-EST,HÔTEL-DIEU DE SOREL,51229102,10359,1644,557,9.0588244522,8789,2.3723241489,7150,676,172,4.8498675214,5603,2.8768633371,3209,872,272,18.436836934,3186,1.485025633,968,385
332,2022-2023,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-OUEST,HÔPITAL ANNA-LABERGE,51229151,11504,2252,583,17.019937799,8463,2.1945711397,7576,673,148,7.8325652646,4536,3.1370750049,3928,1966,1016,34.739778513,3927,1.1059035736,1579,435
333,2022-2023,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-OUEST,HÔPITAL BARRIE MEMORIAL / BARRIE MEMORIAL HOSPITAL,51228005,6608,633,105,5.5911220827,5186,3.0276197669,5631,373,85,3.9315530101,4215,2.7846312772,977,201,17,15.1561512,971,4.0824050235,260,20
334,2022-2023,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-OUEST,HÔPITAL DU SUROÎT,51229136,11313,2184,805,13.191816151,9030,2.2277115787,7434,665,473,4.4129272412,5170,2.9410794111,3879,1498,854,30.016322506,3860,1.272242228,1519,332
335,2023-2024,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,6020,1108,305,4.843017488,5194,2.0858339216,4385,488,175,3.3407929811,3568,2.3321686597,1635,15,0,8.8719193,1626,1.5452912737,620,130
336,2023-2024,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,3215,526,83,3.4617427856,2902,1.3589754193,2696,339,60,2.5321045582,2391,1.4534186068,519,16,0,8.2908461785,511,0.9170700152,187,23
337,2023-2024,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,3135,443,102,1.8305629098,2902,0.9305069301,2946,395,93,1.5415386211,2713,0.9421648851,189,1,0,6.3356716637,189,0.7631628454,48,9
338,2023-2024,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,4373,708,129,4.1375556445,3850,1.615326912,2466,263,70,3.1588751464,2017,1.8296727814,1907,21,0,5.4031173163,1833,1.3794645996,445,59
339,2023-2024,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,5039,912,216,5.2420313775,4400,2.6625559343,3731,462,120,4.4913853152,3120,3.0375219907,1308,42,6,7.3832090979,1280,1.7485761719,450,96
340,2023-2024,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,3788,674,117,3.5354097736,3368,1.3822592538,3007,389,65,2.276923752,2595,1.5356642047,781,25,0,8.3808226633,773,0.8672710939,285,52
341,2023-2024,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,4724,876,155,3.5472998401,4375,1.3801336508,3667,463,69,2.5677910341,3324,1.4918277845,1057,1,0,6.9454633134,1051,1.0268783698,413,86
342,2023-2024,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,9141,1710,497,5.8245484022,7329,2.438451206,6493,720,287,4.1516467307,4708,2.8239038752,2648,155,2,9.9265690039,2621,1.7460776209,990,210
343,2023-2024,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL D'ALMA,51219400,10241,1545,435,4.7661697263,8172,2.7691438584,7762,821,202,3.6521675757,5744,2.9912267874,2479,40,0,8.2542232531,2428,2.2437549195,724,233
344,2023-2024,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL DE CHICOUTIMI,51218394,15980,2550,1030,7.2027290189,14033,2.4097489449,9227,790,349,3.7465216815,7332,3.1680214584,6753,886,69,11.925137593,6701,1.5800736623,1760,681
345,2023-2024,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL DE DOLBEAU-MISTASSINI,51219384,6023,1029,206,4.3035648532,5459,1.8214203354,5008,649,103,2.9726600772,4457,1.9698345923,1015,66,14,10.870235906,1002,1.1612583167,380,103
346,2023-2024,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL DE LA BAIE,51221364,5445,733,170,5.1504890827,4942,2.6054062121,4244,353,102,3.9087992853,3751,2.8679350692,1201,33,0,9.5382755111,1191,1.7785835899,380,68
347,2023-2024,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL ET CENTRE D'HÉBERGEMENT DE ROBERVAL,51228203,7120,1045,459,5.5661692806,6419,2.1175776341,4892,456,164,3.3284763105,4232,2.3270519586,2228,205,22,10.47945205,2187,1.71222997,589,295
348,2023-2024,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,HÔPITAL ET CENTRE DE RÉADAPTATION DE JONQUIÈRE,51224541,7697,1373,381,7.4820942864,6104,4.1527917941,4619,507,131,5.02694252,3153,4.5690234169,3078,183,1,11.166417226,2951,3.7080685455,866,250
349,2023-2024,4,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ LAVAL,51217594,20850,1727,2007,8.3785753397,16757,2.2633401133,11688,346,637,4.9501875143,7624,3.5474036668,9162,981,383,12.752183384,9133,1.1914359709,1381,1370
350,2023-2024,4,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DE L'ENFANT-JÉSUS,51233914,18341,3167,2288,9.9014335672,16581,1.5982775633,10204,1054,613,4.0046928764,8492,2.0279884336,8137,1715,493,17.296092779,8089,1.1471581778,2113,1675
351,2023-2024,4,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DU SAINT-SACREMENT,51217529,10356,2478,284,7.4357751545,8603,1.8700936043,7200,980,112,3.4045150463,5461,2.2223038617,3156,780,103,16.632566276,3142,1.257929309,1498,172
352,2023-2024,4,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL SAINT-FRANÇOIS D'ASSISE,51217602,12297,3013,400,9.9367589656,9940,2.2029230941,7386,870,190,4.3842664049,5040,2.9698280423,4911,1381,199,18.287544967,4900,1.414106576,2143,210
353,2023-2024,4,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,L'HÔTEL-DIEU DE QUÉBEC,51217586,6198,1419,315,7.2723533129,5591,1.473570371,3167,334,103,3.0596849454,2592,1.6797003601,3031,259,3,11.674042762,2999,1.2954146753,1085,212
