_id,annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
595,2025-2026,5,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,HÔPITAL DU CENTRE-DE-LA-MAURICIE,51220051,13822,2581,977,6.6212127607,11296,2.2944124764,8477,822,254,4.0092654306,5984,3.1766451277,5345,395,29,10.763678152,5312,1.30057208,1759,723
596,2025-2026,5,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,HÔPITAL SAINTE-CROIX,51228781,17461,2825,1023,7.5590932809,12458,3.6318472289,9779,840,247,5.4808545239,5120,4.8595171441,7682,442,2,10.204640899,7338,2.7752555192,1985,776
597,2025-2026,5,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,HÔTEL-DIEU D'ARTHABASKA,51228039,15564,3098,804,6.0863231389,12840,2.262434666,9055,1022,173,4.1625615068,6437,2.9108808883,6509,288,10,8.7625655076,6403,1.6105451872,2076,631
598,2025-2026,5,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,PAVILLON SAINTE-MARIE,51220168,24070,5489,1392,8.9747463417,18424,3.27266458,13012,1398,406,5.0331798425,7504,4.5605484482,11058,1584,53,13.612805963,10920,2.3876572039,4091,986
599,2025-2026,5,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MRC DE COATICOOK,51247617,8787,778,288,2.5545313152,6941,2.0447664041,5830,424,176,2.2364348675,4094,2.0843069804,2957,0,0,3.1816879908,2847,1.987906861,354,112
600,2025-2026,5,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MEMPHRÉMAGOG,51219046,9465,2158,337,7.1549793097,7324,4.0410052188,6688,1036,138,5.288837387,4606,4.6589080668,2777,293,53,11.649310307,2718,2.9938895021,1122,199
601,2025-2026,5,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES SOURCES,51247583,7021,1093,250,4.9178053142,5734,3.5059174321,6008,727,159,4.3918326491,4733,3.78963454,1013,22,1,8.0372957113,1001,2.1644258519,366,91
602,2025-2026,5,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DU GRANIT,51223832,6298,1159,235,4.6847952172,5472,2.7580348441,5155,757,135,3.8326233969,4340,2.9610125448,1143,34,0,8.5281423155,1132,1.9798341186,402,100
603,2025-2026,5,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔPITAL FLEURIMONT,51216687,18141,2756,437,8.4883955313,15436,2.8606828194,9344,573,149,6.1391570348,6642,4.9456363545,8797,777,21,10.983710356,8794,1.2859430672,2183,288
604,2025-2026,5,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔTEL-DIEU DE SHERBROOKE,51216695,18578,4197,2222,10.965709441,15739,3.2327985683,9218,1090,521,6.2636924134,6400,4.9568776042,9360,1500,390,15.59639245,9339,2.051290288,3107,1701
605,2025-2026,5,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL BROME-MISSISQUOI-PERKINS,51229185,12130,2238,410,8.9427623202,9779,3.7441676325,8321,784,161,5.5104245951,6017,4.3777780086,3809,897,105,16.440919897,3762,2.730761563,1454,249
606,2025-2026,5,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL DE GRANBY,51228120,15690,2660,902,9.8250523688,12055,3.8677928476,10833,1094,353,6.6088792219,7222,4.9286890366,4857,1311,105,16.998369993,4833,2.2824851139,1566,549
607,2025-2026,5,06,Montréal,SANTÉ QUÉBEC - CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,51236297,30754,4917,2788,11.487877846,23298,2.931482793,18029,1324,895,7.0161291068,10651,4.716308693,12725,3364,315,17.823528771,12647,1.4283452378,3593,1893
608,2025-2026,5,06,Montréal,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,CHU SAINTE-JUSTINE,51222800,27172,0,742,4.5039754874,24243,1.4140286199,17157,0,268,3.6460119129,14379,1.8170778759,10015,84,1,5.9737788872,9864,0.8264936188,0,474
609,2025-2026,5,06,Montréal,SANTÉ QUÉBEC - CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL DE LACHINE,51228310,8296,1393,242,10.730613984,6895,3.0834918621,6307,672,81,4.9432764301,4928,3.3014430014,1989,684,356,29.081915116,1967,2.5374505733,721,161
610,2025-2026,5,06,Montréal,SANTÉ QUÉBEC - CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL GÉNÉRAL DE MONTRÉAL,51248219,14039,1903,1826,14.574098266,12141,1.505204747,7216,552,393,5.4545621228,5370,2.1865907821,6823,2100,998,24.218913275,6771,0.9648055432,1351,1433
611,2025-2026,5,06,Montréal,SANTÉ QUÉBEC - CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL ROYAL VICTORIA,51223295,19799,3219,486,16.028117764,15798,3.7460818704,11040,760,200,8.1020855978,7206,5.3544141456,8759,3258,1465,26.018230233,8592,2.3971942569,2459,286
612,2025-2026,5,06,Montréal,SANTÉ QUÉBEC - CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,L'HÔPITAL DE MONTRÉAL POUR ENFANTS,51223279,25738,4,869,5.1579230558,24387,1.3671329328,19643,0,264,4.2219349415,18303,1.5548336794,6095,206,9,8.174430772,6084,0.802457265,4,605
613,2025-2026,5,06,Montréal,SANTÉ QUÉBEC - INSTITUT DE CARDIOLOGIE DE MONTRÉAL,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,51248201,8656,2445,209,8.0599524415,8243,1.5762527801,5788,1237,182,3.6304161867,5376,1.7883419105,2868,716,52,16.999337324,2867,1.1785579196,1208,27
614,2025-2026,5,06,Montréal,SANTÉ QUÉBEC CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL GÉNÉRAL JUIF,51248250,37934,7342,1986,10.018824969,33067,2.4111534914,13965,989,236,3.7494560807,9546,2.7872271981,23969,3384,940,13.671532072,23521,2.2585239431,6353,1750
615,2025-2026,5,06,Montréal,SANTÉ QUÉBEC CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL DE VERDUN,51218097,17664,3133,953,8.0397869018,15157,1.931208994,11932,1060,356,4.2048516827,9440,2.4337335217,5732,1337,49,16.022767892,5717,1.1014326181,2073,597
616,2025-2026,5,06,Montréal,SANTÉ QUÉBEC CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL NOTRE-DAME,51236313,15709,2147,2163,10.626686047,13437,2.1328765722,9799,548,715,5.3737824721,7556,2.8950010294,5910,1248,288,19.336195713,5881,1.1536872508,1599,1448
617,2025-2026,5,06,Montréal,SANTÉ QUÉBEC EST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL MAISONNEUVE-ROSEMONT,12934659,26902,4745,1946,10.618494856,19091,3.3405062886,15444,1165,359,4.9741834297,7725,4.7724186264,11458,3225,506,18.226344888,11366,2.3672947094,3580,1587
618,2025-2026,5,06,Montréal,SANTÉ QUÉBEC EST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL SANTA CABRINI,51235919,15441,3917,576,12.107293893,11090,3.3603218615,8597,948,216,5.3720538818,4286,5.1996545601,6844,2346,407,20.567676472,6804,2.2016828336,2969,360
619,2025-2026,5,06,Montréal,SANTÉ QUÉBEC EST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,INSTITUT UNIVERSITAIRE EN SANTÉ MENTALE DE MONTRÉAL,51235307,2256,108,2252,17.093262411,2202,1.5668748108,1002,36,999,3.4292248836,949,1.5821932444,1254,569,179,28.0114168,1253,1.5552729006,72,1253
620,2025-2026,5,06,Montréal,SANTÉ QUÉBEC NORD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL DU SACRÉ-COEUR-DE-MONTRÉAL,12475976,27285,5546,1279,11.736291929,20266,3.3277441555,18127,1790,499,6.3237554783,11136,4.6812539162,9158,3574,943,22.44966256,9130,1.6768476938,3756,780
621,2025-2026,5,06,Montréal,SANTÉ QUÉBEC NORD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL EN SANTÉ MENTALE ALBERT-PRÉVOST,51848752,1373,48,1369,23.105911224,1363,0.4698475585,592,16,588,4.5528927365,582,0.6403212104,781,512,207,37.169146749,781,0.342810855,32,781
622,2025-2026,5,06,Montréal,SANTÉ QUÉBEC NORD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL FLEURY,51228492,12751,2128,320,8.656907846,9990,3.1763571905,9110,749,143,5.1265117697,6358,3.9443741044,3641,991,51,17.490170207,3632,1.8319046745,1379,177
623,2025-2026,5,06,Montréal,SANTÉ QUÉBEC NORD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL JEAN-TALON,51228500,16759,2210,1348,7.7666268042,12200,2.9307317851,12265,668,429,4.5520708203,7734,3.7761173606,4494,1060,63,16.539775256,4466,1.4667344629,1542,919
624,2025-2026,5,06,Montréal,SANTÉ QUÉBEC OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,CENTRE HOSPITALIER DE ST. MARY,51248243,13990,2872,1033,10.090246128,12373,2.8139223399,8657,887,292,6.0216460989,7057,3.5939637948,5333,1135,69,16.69475962,5316,1.7784158411,1985,741
625,2025-2026,5,06,Montréal,SANTÉ QUÉBEC OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL DE LASALLE,51224392,11354,1836,340,10.122179163,9367,3.3846973121,8651,777,111,5.6983047881,6679,3.9817202758,2703,983,391,24.280868479,2688,1.9012462798,1059,229
626,2025-2026,5,06,Montréal,SANTÉ QUÉBEC OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL DOUGLAS,51235190,2453,47,2390,11.517574285,2287,2.2323756255,1226,15,1170,3.9778015679,1062,2.2314265537,1227,272,20,19.051202119,1225,2.2331984127,32,1220
627,2025-2026,5,06,Montréal,SANTÉ QUÉBEC OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,HÔPITAL GÉNÉRAL DU LAKESHORE,51228278,14918,3765,882,17.251454525,12290,3.1017848748,8946,1016,110,7.1149351355,6359,4.1246525048,5972,2393,1354,32.435865521,5931,2.005103833,2749,772
628,2025-2026,5,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MANSFIELD-ET-PONTEFRACT,51245058,3606,443,63,4.0181146392,3308,1.8376367896,3464,405,54,3.7952847543,3166,1.8490555029,142,7,0,9.4539084507,142,1.5830477308,38,9
629,2025-2026,5,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,CLSC ET CENTRE D'HÉBERGEMENT DE LA PETITE-NATION,51219491,4467,646,108,3.1672056812,3702,1.7004201933,4152,545,100,3.0541499411,3388,1.793532074,315,0,0,4.6573880071,314,0.6957607926,101,8
630,2025-2026,5,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL DE GATINEAU,51221703,16018,2392,1826,13.623545317,10208,6.2454484772,9689,789,427,7.4284445706,4216,7.0953040006,6329,1995,651,23.107560348,5992,5.6474860462,1603,1399
631,2025-2026,5,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL DE HULL,51221711,14660,2893,451,14.150759588,9656,6.1284519125,8712,767,250,8.3188686422,3985,7.3590923602,5948,1985,729,22.69269535,5671,5.2636834088,2126,201
632,2025-2026,5,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL DE MANIWAKI,51221893,5480,818,303,8.188810371,4649,2.4577697115,4031,428,143,3.6560727969,3233,2.6138430079,1449,341,209,20.798517177,1416,2.1014243958,390,160
633,2025-2026,5,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL ET CHSLD DE PAPINEAU,51228823,9891,1374,440,8.7035693223,7068,4.0916128639,7413,646,156,4.3778785767,4639,4.4257003425,2478,777,297,21.643983163,2429,3.4535594209,728,284
634,2025-2026,5,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL ET CHSLD DU PONTIAC,51219459,4960,656,163,6.7848639673,4290,2.5368451826,4366,469,110,4.5216532422,3700,2.634867042,594,182,81,23.419843808,590,1.9221318267,187,53
635,2025-2026,5,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,HÔPITAL ET CHSLD MÉMORIAL DE WAKEFIELD / WAKEFIELD MEMORIAL HOSPITAL,51228799,7435,591,160,5.1409056265,5811,3.0499717012,6627,408,110,4.0369190852,5015,3.1543459067,808,142,27,14.195508113,796,2.3923879816,183,50
636,2025-2026,5,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA SARRE,51247559,6954,1084,351,5.3559172978,6124,2.346721188,5508,677,254,4.1559576475,4695,2.4624741451,1446,94,2,9.9267179576,1429,1.9664131872,407,97
637,2025-2026,5,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TÉMISCAMING-KIPAWA,51247476,2043,217,103,2.2506478762,1917,0.810988089,1926,191,92,1.7430781989,1801,0.8322709606,117,8,0,10.606025641,116,0.4805531609,26,11
638,2025-2026,5,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE VILLE-MARIE,51247542,4823,769,252,5.457378303,4183,2.8641644753,4016,527,176,4.2834314824,3391,2.9913719322,807,71,8,11.299473014,792,2.3195173962,242,76
639,2025-2026,5,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,HÔPITAL D'AMOS,51228906,9400,1133,443,4.8817455674,8455,1.9715946514,6970,538,322,3.413219831,6063,2.2689923855,2430,137,9,9.0939366712,2392,1.2177809132,595,121
640,2025-2026,5,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,HÔPITAL DE ROUYN-NORANDA,51228922,9718,1462,499,6.5372482335,7487,3.5673197246,7952,851,360,5.4086994886,5758,3.9712634113,1766,167,10,11.618912797,1729,2.2220867875,611,139
641,2025-2026,5,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,HÔPITAL DE VAL-D'OR,51225589,11299,1441,710,6.5402690995,9183,3.4029936053,9298,856,515,5.1681378612,7195,3.7918206702,2001,267,9,12.916119301,1988,1.9957447463,585,195
642,2025-2026,5,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FERMONT,51245108,2278,20,145,13.458564652,2011,2.4013357092,2138,17,138,13.923658533,1871,2.4697961577,140,2,0,6.3559166667,140,1.4864107143,3,7
643,2025-2026,5,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORESTVILLE,51218741,4601,700,244,3.4524410756,3464,1.8068153387,3885,486,190,2.6983373373,2866,1.8913711522,716,40,3,7.544191108,598,1.4015695838,214,54
644,2025-2026,5,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD,51245140,1435,212,49,2.662126597,1384,0.9142419316,1233,162,47,2.3640213571,1182,0.9301393589,202,0,0,4.4817491749,202,0.8212183718,50,2
645,2025-2026,5,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MINGANIE,51245116,3865,378,161,5.2398428921,3078,2.7979291206,2180,202,50,3.2786535423,1421,2.9437686684,1685,91,8,7.7771679855,1657,2.6728609267,176,111
646,2025-2026,5,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,51245132,5255,532,229,5.9358520985,4509,3.0049555827,4757,399,202,4.5452835587,4013,3.1530542404,498,115,48,19.218853191,496,1.8067299507,133,27
647,2025-2026,5,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,51218733,4152,650,180,3.7963454025,3668,1.7617235399,3532,436,148,3.0286795332,3052,1.8071855432,620,21,2,8.1695645161,616,1.5364799784,214,32
648,2025-2026,5,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,CLSC ET HÔPITAL LE ROYER,51228765,8883,1355,539,8.4558779566,7595,3.4835235901,6353,617,260,5.6173866677,5066,4.1199640852,2530,545,106,15.583520312,2529,2.2086293441,738,279
649,2025-2026,5,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,HÔPITAL ET CLSC DE SEPT-ÎLES,51232023,8714,1079,677,9.6379831306,6599,4.1182352124,6263,507,320,5.5307666276,4218,4.5914322876,2451,682,240,20.133085929,2381,3.2799549676,572,357
650,2025-2026,5,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC DES ÎLES,HÔPITAL DE L'ARCHIPEL,51227783,6354,1045,204,5.3011760308,5368,1.7860676954,5057,679,102,3.2798869554,4081,1.8993429579,1297,207,52,13.182177461,1287,1.4268786152,366,102
651,2025-2026,5,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE,51247732,2775,610,69,2.0764416416,2005,1.0435029094,2618,538,66,1.6803726339,1857,1.0585651888,157,12,5,8.680955414,148,0.854512012,72,3
652,2025-2026,5,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,51221307,953,151,43,3.3272082313,881,2.3596676756,934,144,42,3.2865423507,862,2.3893687162,19,0,0,5.3262573099,19,1.0121783626,7,1
653,2025-2026,5,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,51220978,5393,1129,200,4.2334037435,5005,1.9901439671,3930,734,160,3.3747950947,3585,2.135558035,1463,52,9,6.5398507633,1420,1.6230246479,395,40
654,2025-2026,5,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,HÔPITAL DE CHANDLER,51227775,6877,1180,276,4.9898721988,5954,2.2760081924,5870,785,222,3.8766937819,4955,2.4208569907,1007,70,4,11.478806962,999,1.5575639528,395,54
655,2025-2026,5,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,HÔPITAL DE GASPÉ,51220903,5669,961,209,4.739225711,4895,1.6060469867,4537,591,148,3.4059351505,3776,1.8057859581,1132,65,2,10.08298832,1119,0.9320395194,370,61
656,2025-2026,5,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,51247799,5579,1036,236,5.1610256219,5003,2.3483311124,4308,629,159,3.5542162514,3747,2.5457438543,1271,114,7,10.607237084,1256,1.7593935775,407,77
657,2025-2026,5,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,51227908,6659,1301,332,7.6203632094,6077,2.3349838188,4879,641,153,4.1072859876,4305,2.5712155762,1780,481,99,17.249747347,1772,1.7610686293,660,179
658,2025-2026,5,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,CHSLD ET HÔPITAL PAUL-GILBERT,51245199,16318,1632,207,2.5099287597,13528,1.6417054545,16266,1627,207,2.5111145778,13476,1.6470054789,52,0,0,2.1389957265,52,0.2681837607,5,0
659,2025-2026,5,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,HÔPITAL DE MONTMAGNY,51245223,13762,2411,432,5.0742913256,12771,1.6751068393,10871,1398,246,2.9048644712,9882,1.9444701365,2891,442,103,13.23196664,2889,0.7537333179,1013,186
660,2025-2026,5,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,HÔPITAL DE SAINT-GEORGES,51228971,18152,3556,882,7.7842440074,15121,2.5966581612,12722,1585,410,5.0404225401,9704,3.3104109417,5430,1031,84,14.212770104,5417,1.3180432486,1971,472
661,2025-2026,5,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,HÔPITAL DE THETFORD,51245231,16158,2791,595,6.0309904966,15008,1.7410870314,12914,1572,345,4.1645663836,11768,1.9575473978,3244,535,29,13.461015464,3240,0.9548816015,1219,250
662,2025-2026,5,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,HÔTEL-DIEU DE LÉVIS,51227569,30011,6544,2049,8.8698062932,27119,1.5369229241,19952,2577,865,3.676051468,17068,1.9830321036,10059,2654,837,19.171605306,10051,0.7793673101,3967,1184
663,2025-2026,5,13,Laval,SANTÉ QUÉBEC LAVAL,HÔPITAL DE LA CITÉ-DE-LA-SANTÉ,51228757,35279,7063,2448,11.296714759,27800,3.5788397382,21279,2074,477,5.9521861016,13864,4.4803848897,14000,4238,576,19.420016567,13936,2.6819523975,4989,1971
664,2025-2026,5,14,Lanaudière,SANTÉ QUÉBEC LANAUDIÈRE,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,51244945,30583,5555,2134,8.1857299444,24583,2.4804749782,19719,1742,1424,5.0840092043,13771,3.2686374144,10864,1786,64,13.815592911,10812,1.4766102993,3813,710
665,2025-2026,5,14,Lanaudière,SANTÉ QUÉBEC LANAUDIÈRE,HÔPITAL PIERRE-LE GARDEUR,51228062,33337,6492,1918,9.1144158559,23788,3.5616398324,22647,2376,646,5.3093212371,13140,4.090718861,10690,2622,127,17.175592454,10648,2.9087380259,4116,1272
666,2025-2026,5,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX D'ARGENTEUIL,51245306,8316,1164,267,6.8132592125,6487,3.0485532604,6676,618,143,4.8406371497,4860,3.498376829,1640,286,33,14.84327439,1627,1.7048885133,546,124
667,2025-2026,5,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE RIVIÈRE-ROUGE,51217628,5860,866,301,6.0245080584,5071,2.9778842656,4493,502,172,4.2370424364,3749,3.145465087,1367,160,22,11.899477363,1322,2.5026493949,364,129
668,2025-2026,5,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-AGATHE,51246874,12837,2638,699,10.627340955,9718,4.4044078285,8192,1016,202,6.5532532756,5135,5.5878020123,4645,1202,92,17.812470398,4583,3.0784795864,1622,497
669,2025-2026,5,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,HÔPITAL DE MONT-LAURIER,51217610,7397,1181,364,8.3194330284,5916,3.8778168902,5361,579,141,6.0205883023,3906,4.2611822979,2036,320,33,14.372530561,2010,3.1328291874,602,223
670,2025-2026,5,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,HÔPITAL DE SAINT-EUSTACHE,51228864,21623,4778,1297,12.133968395,16102,3.3475141114,12523,1314,269,6.2452605428,7053,4.6529132599,9100,3090,626,20.237736355,9049,2.3300558073,3464,1028
671,2025-2026,5,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,HÔPITAL DE SAINT-JÉRÔME,51228880,24871,4951,2336,14.419960407,19116,3.5905118749,14460,1657,740,6.0797927616,8771,4.7297905345,10411,3805,1767,26.003749106,10345,2.6245753719,3294,1596
672,2025-2026,5,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-CENTRE,HÔPITAL CHARLES-LE MOYNE,51233799,30073,5843,2469,9.2230510572,19102,4.0719136885,19523,2030,857,4.9934118163,8570,4.6856917542,10550,2467,185,17.050088678,10532,3.5724759727,3813,1612
673,2025-2026,5,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-CENTRE,HÔPITAL DU HAUT-RICHELIEU,51229045,23227,4371,1518,9.9638653291,17641,3.5854199182,14736,1372,400,5.5937885488,9176,4.680255891,8491,2244,583,17.548066417,8465,2.398625484,2999,1118
674,2025-2026,5,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-EST,HÔPITAL HONORÉ-MERCIER,51229193,19098,4181,1106,9.1857454533,14451,4.4786580513,9907,1428,380,5.4056385496,5412,5.6142399606,9191,1471,176,13.260331363,9039,3.7987411034,2753,726
675,2025-2026,5,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-EST,HÔPITAL PIERRE-BOUCHER,51229011,23690,5525,1433,11.448760963,17883,4.967184772,11246,1727,436,6.4344501502,5551,6.0972665085,12444,2712,483,15.980337579,12332,4.4585013695,3798,997
